id,retirement_age,birthdate,gender,per_capita_income,yearly_income,total_debt,credit_score
961,63,1950-02-10,Male,Rp54.772.000,Rp41.830.000,Rp8.467.238,721
768,67,1972-10-29,Female,Rp53.413.000,Rp108.907.000,Rp52.964.952,620
817,67,1999-05-22,Male,Rp50.701.000,Rp103.378.000,Rp48.523.619,803
78,63,1989-01-14,Male,Rp19.396.000,Rp39.547.000,Rp19.479.238,688
1334,65,1987-04-29,Female,Rp30.490.000,Rp62.175.000,Rp14.283.238,718
1610,66,1984-01-02,Female,Rp21.522.000,Rp43.880.000,Rp14.990.285,690
108,68,1975-11-28,Female,Rp29.354.000,Rp59.845.000,Rp0,768
1308,67,1990-02-04,Female,Rp45.374.000,Rp92.515.000,Rp21.484.761,619
780,66,1951-11-26,Male,Rp88.994.000,Rp91.595.000,Rp21.853.714,652
1340,68,1972-08-13,Male,Rp41.453.000,Rp84.525.000,Rp19.207.238,691
1888,59,1950-06-05,Female,Rp44.605.000,Rp65.134.000,Rp4.751.619,748
247,69,1976-07-24,Female,Rp42.005.000,Rp85.647.000,Rp20.642.095,761
238,62,2003-06-22,Male,Rp32.008.000,Rp65.263.000,Rp16.273.142,675
915,64,1981-04-15,Male,Rp34.592.000,Rp70.531.000,Rp29.011.809,728
1927,65,1997-05-24,Male,Rp27.087.000,Rp55.227.000,Rp20.492.380,739
1658,59,1997-03-02,Female,Rp21.795.000,Rp44.440.000,Rp18.637.714,695
1208,72,1987-09-30,Male,Rp25.692.000,Rp52.384.000,Rp20.640.952,526
1255,67,2001-09-27,Male,Rp23.863.000,Rp48.648.000,Rp21.228.190,681
85,60,1996-04-01,Male,Rp25.113.000,Rp51.206.000,Rp12.638.666,782
1382,65,1967-07-10,Male,Rp19.915.000,Rp40.610.000,Rp13.270.476,706
1932,60,1999-12-15,Female,Rp14.673.000,Rp29.919.000,Rp6.919.428,658
1217,66,1966-12-13,Female,Rp34.628.000,Rp70.592.000,Rp15.949.333,785
514,72,1967-08-08,Male,Rp24.853.000,Rp50.671.000,Rp21.624.380,698
232,66,1968-05-04,Female,Rp53.219.000,Rp108.510.000,Rp40.378.857,786
445,59,1983-12-04,Female,Rp9.729.000,Rp19.837.000,Rp5.767.619,645
1206,65,1991-09-14,Female,Rp66.973.000,Rp136.550.000,Rp48.404.190,727
1276,66,1943-06-25,Female,Rp39.798.000,Rp65.572.999,Rp340.952,730
875,71,1987-02-20,Male,Rp32.247.999,Rp65.751.999,Rp26.049.333,728
1546,61,1977-11-08,Male,Rp31.036.000,Rp63.287.000,Rp43.120.380,668
422,62,2006-11-05,Female,Rp24.381.000,Rp49.711.000,Rp14.042.476,817
519,67,1968-06-18,Female,Rp30.403.000,Rp61.988.000,Rp5.639.428,770
1408,67,1984-02-17,Male,Rp19.125.000,Rp39.004.000,Rp13.145.523,683
1204,67,1983-06-12,Male,Rp53.439.000,Rp108.951.000,Rp38.834.666,743
276,70,2001-01-11,Male,Rp16.672.000,Rp33.994.000,Rp11.373.904,610
1133,66,1995-10-20,Female,Rp35.859.000,Rp73.114.000,Rp3.795.428,684
1035,71,2003-06-16,Male,Rp38.881.000,Rp79.274.000,Rp35.312.952,701
710,68,1965-09-15,Female,Rp40.320.000,Rp82.211.000,Rp21.759.809,729
582,63,1972-08-02,Male,Rp30.181.000,Rp61.539.000,Rp19.891.619,583
821,60,1952-07-30,Male,Rp19.509.000,Rp28.266.000,Rp3.126.857,645
1352,64,1960-03-07,Female,Rp31.435.000,Rp66.058.000,Rp2.882.476,672
831,66,1989-10-24,Male,Rp28.716.000,Rp58.549.000,Rp11.211.619,726
936,67,2007-06-14,Female,Rp32.101.999,Rp65.453.999,Rp8.121.142,718
578,71,1950-08-07,Male,Rp23.409.000,Rp32.630.000,Rp3.026.476,777
1997,69,1949-08-31,Male,Rp61.434.000,Rp60.877.000,Rp7.730.476,758
258,68,1974-03-17,Male,Rp22.794.000,Rp46.477.000,Rp5.195.619,694
851,65,1937-10-19,Female,Rp30.784.000,Rp49.265.000,Rp755.428,757
1951,66,1977-05-20,Female,Rp48.757.000,Rp99.404.000,Rp0,708
1978,71,2006-12-02,Female,Rp24.004.000,Rp48.948.000,Rp25.327.809,844
1897,67,1987-03-26,Male,Rp80.069.000,Rp163.253.000,Rp74.003.809,741
972,69,1990-05-22,Male,Rp38.610.000,Rp78.728.000,Rp30.281.142,681
1010,64,1985-12-21,Female,Rp26.427.000,Rp53.886.000,Rp14.623.428,548
1243,72,1995-01-28,Female,Rp26.846.000,Rp54.733.000,Rp8.009.142,705
1976,69,1992-03-06,Female,Rp43.785.000,Rp89.271.000,Rp0,699
91,72,1987-10-28,Female,Rp55.903.000,Rp113.983.000,Rp27.070.095,739
1606,66,1976-08-22,Male,Rp39.823.000,Rp81.204.000,Rp26.480.190,806
1201,66,1965-11-13,Male,Rp88.856.000,Rp181.165.000,Rp58.473.523,715
1887,70,2008-01-06,Male,Rp27.492.000,Rp56.062.000,Rp21.465.333,503
195,70,2008-02-12,Female,Rp49.968.000,Rp101.885.000,Rp32.203.428,688
874,68,2001-03-09,Male,Rp48.258.000,Rp98.394.000,Rp20.554.476,798
1317,68,1984-07-26,Female,Rp23.781.000,Rp48.498.000,Rp12.703.428,749
1311,71,1998-11-28,Male,Rp33.293.000,Rp67.881.000,Rp26.836.761,729
785,67,2007-11-07,Male,Rp37.640.000,Rp76.738.000,Rp21.311.428,740
662,71,1993-11-06,Female,Rp65.941.999,Rp134.454.000,Rp36.081.904,822
847,68,1944-04-26,Female,Rp29.160.000,Rp43.719.000,Rp409.714,591
685,68,2004-04-07,Male,Rp34.248.000,Rp69.841.000,Rp31.470.476,778
617,69,1998-06-15,Female,Rp44.652.000,Rp91.043.000,Rp39.798.476,691
23,70,2007-05-18,Female,Rp48.942.000,Rp99.788.000,Rp30.714.476,645
339,75,2006-07-25,Female,Rp24.472.000,Rp49.889.000,Rp1.613.904,843
280,66,1985-10-22,Female,Rp34.312.000,Rp69.954.000,Rp24.453.904,684
1473,67,1974-11-07,Female,Rp31.876.000,Rp64.998.999,Rp16.070.476,850
65,72,1974-10-18,Female,Rp26.560.000,Rp54.157.000,Rp22.158.095,645
1353,65,1976-02-17,Female,Rp33.313.000,Rp67.928.000,Rp31.236.761,816
736,66,1998-09-05,Female,Rp47.183.000,Rp96.206.000,Rp0,741
1670,65,1957-12-25,Male,Rp50.332.000,Rp78.739.000,Rp8.301.714,732
1776,75,1978-10-15,Male,Rp33.194.000,Rp67.676.000,Rp13.228.380,693
1474,65,2002-12-08,Female,Rp34.137.000,Rp69.602.000,Rp21.228.190,705
951,66,1968-09-28,Female,Rp20.515.000,Rp41.836.000,Rp3.658.285,709
1818,65,1940-06-09,Female,Rp46.262.000,Rp65.652.000,Rp520.380,500
1450,70,2004-02-12,Male,Rp38.440.000,Rp78.375.000,Rp28.446.476,780
1524,60,1999-03-01,Male,Rp76.859.000,Rp156.716.000,Rp51.114.666,732
1789,65,1985-03-27,Female,Rp29.651.000,Rp60.449.000,Rp11.037.714,684
767,63,1994-01-17,Female,Rp28.262.000,Rp57.628.000,Rp14.531.619,686
678,67,1963-02-03,Female,Rp22.681.000,Rp46.249.000,Rp16.842.095,850
471,65,1973-09-10,Male,Rp55.130.000,Rp112.411.000,Rp46.324.571,629
757,65,1963-09-06,Female,Rp35.576.000,Rp72.538.000,Rp20.608.380,691
1724,66,2005-05-15,Female,Rp28.298.000,Rp57.700.000,Rp30.675.047,850
1603,65,1984-12-26,Male,Rp29.867.000,Rp60.896.000,Rp4.880.571,762
224,67,2005-11-14,Female,Rp30.881.000,Rp62.964.000,Rp16.676.571,798
808,66,1987-11-22,Female,Rp27.738.000,Rp56.555.000,Rp0,683
1326,73,1974-02-27,Female,Rp51.165.000,Rp104.321.000,Rp25.052.571,731
158,72,1995-02-16,Female,Rp31.918.000,Rp65.074.000,Rp0,747
1928,68,1969-07-02,Male,Rp42.846.000,Rp87.365.000,Rp24.714.285,750
1575,68,1974-05-24,Female,Rp44.359.000,Rp90.447.000,Rp38.221.523,724
1608,68,2006-09-17,Female,Rp30.437.000,Rp62.063.000,Rp39.620.380,572
1455,67,1989-12-22,Male,Rp26.419.000,Rp53.864.000,Rp4.549.523,713
1916,71,1943-04-03,Male,Rp23.643.000,Rp15.913.000,Rp540.571,767
1617,60,1995-10-03,Male,Rp59.147.000,Rp120.604.000,Rp35.273.904,659
143,68,2003-06-19,Female,Rp40.306.000,Rp82.183.000,Rp32.197.142,771
1176,64,1986-10-27,Male,Rp44.130.000,Rp89.979.000,Rp35.632.761,527
1194,70,1976-03-05,Male,Rp29.274.000,Rp59.686.000,Rp8.312.190,782
423,70,1997-03-21,Female,Rp40.830.000,Rp83.240.000,Rp12.670.285,696
580,65,1990-05-12,Male,Rp28.363.000,Rp57.829.000,Rp930.095,768
4,72,1971-03-10,Female,Rp58.814.000,Rp119.920.000,Rp34.476.761,716
530,68,1947-07-04,Male,Rp23.078.000,Rp28.399.000,Rp0,682
1826,61,1980-05-31,Female,Rp12.795.000,Rp26.089.000,Rp10.139.047,654
595,66,1947-02-09,Male,Rp28.399.000,Rp45.565.000,Rp1.323.047,699
1022,64,1978-12-07,Female,Rp27.607.000,Rp56.289.000,Rp14.999.619,635
1108,67,2006-03-09,Male,Rp63.099.000,Rp128.650.000,Rp39.983.428,685
246,70,1975-09-22,Female,Rp63.331.000,Rp129.126.000,Rp0,791
270,62,1995-08-23,Male,Rp47.646.000,Rp97.146.000,Rp49.576.190,655
1945,70,1970-02-27,Female,Rp23.121.000,Rp47.136.000,Rp2.751.809,727
1540,61,1970-09-07,Female,Rp34.505.000,Rp70.352.000,Rp18.885.904,625
1149,74,2000-12-22,Male,Rp46.662.000,Rp95.141.000,Rp39.524.380,661
1438,64,2000-01-31,Female,Rp23.122.000,Rp47.147.000,Rp24.050.285,700
409,65,1971-08-03,Female,Rp22.857.000,Rp46.598.000,Rp1.963.238,711
694,66,1996-05-15,Male,Rp32.194.000,Rp65.641.000,Rp18.021.714,615
382,68,1970-11-23,Male,Rp17.775.000,Rp36.249.000,Rp19.017.714,681
629,70,1953-05-18,Male,Rp61.274.000,Rp90.238.000,Rp3.513.142,793
1211,68,1959-03-28,Female,Rp29.433.000,Rp60.013.000,Rp0,746
823,65,1984-03-15,Female,Rp31.934.000,Rp65.107.000,Rp2.756.000,807
1304,70,2001-08-18,Female,Rp69.883.000,Rp142.484.000,Rp52.470.095,850
89,67,1990-06-08,Male,Rp23.256.000,Rp47.410.000,Rp6.991.428,705
1751,66,1996-11-26,Female,Rp47.387.000,Rp96.621.000,Rp72.117.904,736
888,67,1972-06-24,Male,Rp25.829.000,Rp52.665.000,Rp28.868.761,698
81,68,1959-03-13,Female,Rp27.363.000,Rp55.794.000,Rp18.050.095,723
1021,67,2004-11-26,Female,Rp49.736.000,Rp101.404.000,Rp27.748.000,751
826,60,1958-11-30,Female,Rp41.997.000,Rp90.539.000,Rp6.716.761,684
87,71,1967-05-04,Male,Rp18.583.000,Rp37.899.000,Rp857.714,802
1833,71,1999-01-06,Male,Rp26.954.000,Rp54.956.000,Rp3.427.238,743
829,70,1996-03-01,Female,Rp28.013.000,Rp57.118.000,Rp3.510.095,726
1879,60,1975-05-27,Male,Rp29.378.000,Rp59.903.000,Rp15.109.904,609
236,65,1989-03-28,Female,Rp124.108.000,Rp253.042.000,Rp95.025.904,540
1619,66,1994-06-17,Male,Rp24.691.000,Rp50.343.000,Rp16.017.333,747
1146,69,2003-03-23,Female,Rp28.862.000,Rp58.845.000,Rp17.039.047,714
803,73,1957-02-05,Female,Rp35.772.000,Rp72.938.000,Rp17.135.238,635
193,65,2002-07-14,Female,Rp29.157.000,Rp59.451.000,Rp19.773.333,749
1686,67,1971-03-25,Female,Rp47.183.000,Rp96.199.000,Rp7.577.523,708
1959,59,1979-04-08,Male,Rp40.111.000,Rp81.792.000,Rp24.018.285,701
1342,61,1999-01-30,Female,Rp31.353.000,Rp63.927.000,Rp15.182.857,717
1371,65,1939-06-07,Female,Rp38.466.000,Rp77.711.000,Rp413.904,689
1067,63,1949-12-30,Male,Rp38.489.000,Rp65.569.000,Rp7.374.666,719
1019,57,1945-01-28,Female,Rp24.751.000,Rp46.957.000,Rp606.095,713
1568,67,1978-05-05,Female,Rp33.070.000,Rp67.429.000,Rp17.562.285,748
1765,68,1985-03-17,Male,Rp24.720.000,Rp50.406.000,Rp16.820.571,770
1875,69,1969-04-29,Male,Rp34.785.000,Rp70.922.000,Rp21.225.523,683
1111,65,2005-03-16,Female,Rp26.861.000,Rp54.769.000,Rp19.158.857,742
1160,65,1998-04-14,Male,Rp26.618.000,Rp54.273.000,Rp19.655.809,688
1574,69,2003-03-20,Female,Rp24.572.000,Rp50.103.000,Rp19.546.666,746
189,70,1984-02-03,Male,Rp40.141.000,Rp81.847.000,Rp29.063.238,730
466,64,1967-08-25,Female,Rp22.714.000,Rp46.315.000,Rp13.627.047,643
659,67,1968-05-19,Male,Rp25.074.000,Rp51.123.000,Rp3.736.000,812
942,65,1988-07-08,Male,Rp45.510.000,Rp92.789.000,Rp38.513.714,742
1234,64,1981-10-12,Male,Rp47.853.000,Rp97.568.000,Rp34.140.000,749
841,67,2003-06-24,Male,Rp27.553.000,Rp56.170.000,Rp19.677.142,753
1388,71,1999-10-22,Male,Rp55.783.000,Rp113.729.000,Rp9.445.333,691
1056,65,2001-03-01,Female,Rp40.047.000,Rp81.644.000,Rp7.839.619,703
345,67,1992-07-15,Male,Rp27.315.000,Rp55.698.000,Rp24.063.047,724
308,65,1982-01-31,Male,Rp23.863.000,Rp48.663.000,Rp30.810.285,737
1922,65,1946-11-27,Male,Rp54.677.000,Rp83.505.000,Rp6.888.952,640
1156,69,1969-06-27,Female,Rp215.625.000,Rp439.632.000,Rp27.305.714,752
561,67,1977-06-10,Male,Rp28.361.000,Rp57.822.000,Rp33.513.523,834
507,70,2004-02-09,Male,Rp28.857.000,Rp58.833.000,Rp0,695
1522,66,1937-10-18,Female,Rp58.100.000,Rp49.938.000,Rp1.128.761,593
695,68,1976-07-26,Female,Rp55.301.000,Rp112.758.000,Rp39.622.476,662
285,69,1963-08-20,Male,Rp26.547.000,Rp54.124.000,Rp9.898.666,731
113,71,1952-01-21,Female,Rp40.819.000,Rp61.196.000,Rp3.225.523,788
1039,64,1957-03-14,Male,Rp19.376.000,Rp18.147.000,Rp2.720.190,536
176,71,1980-12-25,Female,Rp40.144.000,Rp81.858.000,Rp19.749.904,667
1104,66,1934-03-03,Male,Rp28.659.000,Rp62.981.000,Rp240.571,850
946,66,1977-05-23,Male,Rp30.574.000,Rp62.341.000,Rp23.700.000,781
1465,65,1997-02-05,Female,Rp39.747.000,Rp81.040.000,Rp6.785.523,801
25,64,2003-03-02,Female,Rp37.847.000,Rp77.179.000,Rp36.597.523,630
571,68,1983-11-11,Male,Rp28.247.000,Rp57.600.000,Rp25.387.619,739
1396,61,2003-05-03,Male,Rp35.660.000,Rp72.714.000,Rp20.021.714,732
599,71,1999-03-24,Male,Rp77.719.000,Rp158.455.000,Rp0,722
1074,65,1963-06-02,Female,Rp25.256.000,Rp51.493.000,Rp7.588.952,826
214,62,1995-08-29,Male,Rp36.787.000,Rp75.003.000,Rp24.485.142,652
771,69,1981-09-30,Male,Rp29.750.000,Rp60.659.000,Rp26.489.523,765
520,66,1980-04-24,Male,Rp44.368.000,Rp90.465.000,Rp22.201.523,766
288,69,1980-05-04,Female,Rp17.116.000,Rp34.909.000,Rp6.102.666,789
1979,68,1988-02-07,Female,Rp49.747.000,Rp101.431.000,Rp17.408.380,738
1253,64,1993-10-07,Female,Rp45.209.000,Rp92.177.000,Rp33.862.857,768
311,68,1979-12-13,Female,Rp22.703.000,Rp46.301.000,Rp14.092.000,752
1346,65,1972-03-31,Female,Rp28.218.000,Rp57.538.000,Rp29.722.476,655
1622,61,1985-01-07,Female,Rp61.000.000,Rp124.376.000,Rp63.333.523,759
852,68,1991-01-05,Female,Rp30.898.000,Rp63.005.000,Rp20.958.285,738
1394,58,1995-04-18,Female,Rp44.517.000,Rp90.771.000,Rp39.397.714,558
957,64,1952-09-25,Female,Rp52.776.000,Rp59.291.000,Rp7.344.380,605
515,63,1964-10-17,Male,Rp32.213.000,Rp65.686.000,Rp18.203.619,676
1303,69,1959-03-22,Male,Rp47.668.000,Rp97.179.000,Rp41.288.000,684
1287,67,1993-07-28,Female,Rp24.833.000,Rp50.638.000,Rp21.808.761,545
296,71,1977-03-25,Male,Rp58.320.000,Rp118.907.000,Rp35.241.142,814
1059,64,1975-04-16,Male,Rp35.059.000,Rp71.484.000,Rp23.807.047,644
1378,67,1979-03-13,Female,Rp31.400.000,Rp64.031.000,Rp19.617.904,614
1297,67,1967-11-20,Male,Rp29.524.000,Rp60.204.000,Rp15.101.333,703
1727,67,1979-10-31,Female,Rp37.526.000,Rp76.508.000,Rp42.798.666,771
310,61,2000-02-18,Male,Rp44.968.000,Rp91.685.000,Rp40.282.666,666
673,68,1977-07-23,Male,Rp30.106.000,Rp61.386.000,Rp19.793.523,722
1283,65,1976-01-12,Male,Rp48.994.000,Rp99.903.000,Rp44.204.761,591
1239,65,1991-11-19,Female,Rp29.307.000,Rp59.749.000,Rp8.551.238,811
1691,61,2002-11-29,Female,Rp22.661.000,Rp46.207.000,Rp10.759.428,692
1078,65,1969-12-03,Female,Rp44.304.000,Rp90.337.000,Rp48.148.000,589
124,70,1994-08-07,Female,Rp26.405.000,Rp53.834.000,Rp2.083.238,680
99,65,1962-11-19,Female,Rp41.626.000,Rp84.875.000,Rp22.745.714,753
1722,65,2001-09-29,Female,Rp18.968.000,Rp38.673.000,Rp9.850.857,600
562,61,1988-08-26,Female,Rp51.452.000,Rp104.908.000,Rp26.607.619,673
750,68,1965-01-04,Female,Rp23.210.000,Rp47.329.000,Rp11.049.333,694
1223,67,1972-06-27,Male,Rp145.820.000,Rp297.310.000,Rp134.165.714,717
1319,68,2006-03-01,Female,Rp37.385.000,Rp76.225.000,Rp56.588.000,546
575,65,1941-12-13,Male,Rp36.412.000,Rp41.541.000,Rp121.333,813
428,69,1986-11-24,Male,Rp43.471.000,Rp88.627.000,Rp34.785.142,689
828,71,1966-03-25,Female,Rp27.629.000,Rp56.337.000,Rp20.865.904,659
1580,61,2006-04-02,Female,Rp42.773.000,Rp87.216.000,Rp45.169.523,621
1570,67,2004-04-26,Female,Rp28.267.000,Rp57.634.000,Rp0,761
846,66,1977-11-30,Female,Rp52.141.000,Rp106.317.000,Rp0,745
666,56,1969-02-24,Male,Rp35.710.000,Rp56.926.000,Rp4.226.095,725
335,68,1979-07-21,Female,Rp43.455.000,Rp88.597.000,Rp19.893.333,688
639,73,1971-02-08,Female,Rp28.967.000,Rp59.065.000,Rp13.836.571,654
386,64,1977-11-27,Male,Rp38.450.000,Rp78.398.000,Rp18.681.333,655
886,67,2005-11-14,Male,Rp49.668.000,Rp101.276.000,Rp4.442.285,726
297,66,2005-09-01,Male,Rp21.869.000,Rp44.593.000,Rp23.242.666,738
1860,65,1992-06-20,Female,Rp27.098.000,Rp55.249.000,Rp26.195.809,719
581,67,1977-03-22,Male,Rp23.058.000,Rp47.010.000,Rp16.437.142,684
1910,59,1976-05-02,Male,Rp27.599.000,Rp56.277.000,Rp14.484.190,562
731,73,1994-07-23,Male,Rp29.394.000,Rp59.925.000,Rp11.916.571,703
21,66,1978-02-26,Male,Rp33.155.000,Rp67.599.000,Rp0,850
273,72,1983-04-25,Female,Rp28.793.000,Rp58.704.000,Rp19.844.952,665
63,64,1985-12-02,Male,Rp27.254.000,Rp55.571.000,Rp15.463.238,660
786,62,2008-02-09,Male,Rp24.054.000,Rp49.045.000,Rp12.163.809,798
1886,66,1999-12-25,Male,Rp31.746.000,Rp64.729.000,Rp25.534.095,683
103,71,1984-03-29,Female,Rp26.761.000,Rp54.560.000,Rp23.328.761,850
1193,75,1935-11-19,Female,Rp43.828.000,Rp81.144.000,Rp124.952,717
585,62,1973-09-05,Male,Rp31.923.000,Rp65.087.000,Rp19.340.571,584
1532,65,1997-03-28,Female,Rp26.797.000,Rp54.640.000,Rp19.450.285,759
1958,72,1975-02-21,Male,Rp28.738.000,Rp58.596.000,Rp19.135.809,680
744,67,1967-10-09,Female,Rp34.397.000,Rp70.133.000,Rp6.480.761,842
1836,73,1990-10-30,Male,Rp13.322.000,Rp27.169.000,Rp8.030.857,748
477,67,1968-03-24,Male,Rp38.062.000,Rp77.614.000,Rp23.151.047,697
1713,68,2007-11-14,Female,Rp26.351.000,Rp53.726.000,Rp0,837
1506,63,2000-10-13,Male,Rp54.253.000,Rp110.618.000,Rp26.898.095,614
357,67,1966-09-29,Female,Rp61.681.000,Rp125.765.000,Rp18.474.476,735
535,63,1974-12-30,Female,Rp38.273.000,Rp78.037.000,Rp40.661.333,643
778,60,1965-12-23,Male,Rp29.488.000,Rp48.644.000,Rp6.873.714,699
950,66,2002-09-04,Female,Rp22.601.000,Rp46.091.000,Rp15.369.714,629
1080,63,1969-11-19,Female,Rp22.633.000,Rp46.149.000,Rp13.760.190,703
1197,64,1998-01-25,Female,Rp42.846.000,Rp87.368.000,Rp34.150.095,722
711,60,1986-10-15,Male,Rp31.468.000,Rp64.163.000,Rp15.493.904,657
1731,66,1962-01-02,Female,Rp36.357.000,Rp74.123.000,Rp18.596.000,704
451,67,1960-12-29,Male,Rp22.278.000,Rp45.424.000,Rp16.968.190,711
1290,68,1972-06-26,Male,Rp51.118.000,Rp104.226.000,Rp58.905.333,669
1817,64,1974-02-15,Female,Rp56.881.000,Rp115.980.000,Rp49.728.380,683
56,73,2004-02-08,Female,Rp16.536.000,Rp33.718.000,Rp9.738.857,682
1383,64,1957-04-21,Female,Rp49.971.000,Rp94.043.000,Rp11.051.047,670
1915,65,1971-06-04,Male,Rp40.063.000,Rp81.685.000,Rp29.252.380,775
1882,65,1967-10-02,Male,Rp45.653.000,Rp93.076.000,Rp43.375.238,694
1467,69,1999-09-13,Female,Rp40.982.000,Rp83.556.000,Rp39.250.095,736
1791,67,1964-11-14,Male,Rp25.175.000,Rp51.331.000,Rp14.022.095,593
447,68,1946-03-26,Male,Rp30.017.000,Rp48.603.000,Rp6.427.428,796
1640,71,1958-10-25,Female,Rp26.899.000,Rp54.843.000,Rp1.775.809,729
636,69,1979-02-02,Female,Rp18.751.000,Rp38.240.000,Rp18.916.190,793
782,66,1974-07-04,Female,Rp28.601.000,Rp58.318.000,Rp28.045.904,722
316,69,1989-08-20,Male,Rp30.680.000,Rp62.558.000,Rp22.033.523,719
1192,68,1982-02-03,Female,Rp30.799.000,Rp62.801.000,Rp21.182.095,768
787,67,2006-03-12,Female,Rp55.202.000,Rp112.560.000,Rp11.427.619,767
251,66,2004-08-21,Male,Rp31.618.000,Rp64.465.999,Rp6.790.095,695
1351,55,2007-12-08,Female,Rp45.077.000,Rp91.910.000,Rp28.390.857,808
490,68,1939-09-12,Male,Rp46.375.000,Rp52.445.000,Rp553.523,699
1935,65,2003-02-15,Female,Rp34.520.000,Rp70.388.000,Rp23.415.428,750
387,65,1991-10-05,Male,Rp34.928.000,Rp71.214.000,Rp19.350.666,723
869,68,1952-09-28,Male,Rp35.588.000,Rp53.691.000,Rp0,745
1865,66,2006-09-01,Male,Rp91.468.000,Rp186.494.000,Rp82.531.238,782
268,62,2005-09-05,Female,Rp46.377.000,Rp94.556.000,Rp24.189.142,582
1124,66,1980-03-12,Male,Rp18.269.000,Rp37.248.000,Rp1.288.952,841
721,67,1986-05-05,Male,Rp29.541.000,Rp60.228.000,Rp22.360.571,850
813,70,1979-06-21,Male,Rp29.913.000,Rp60.990.000,Rp25.895.428,585
152,68,1988-03-14,Female,Rp37.964.000,Rp77.407.000,Rp15.397.142,773
1896,79,1975-09-25,Female,Rp30.966.000,Rp63.146.000,Rp22.220.571,641
1028,66,1976-01-23,Male,Rp62.429.000,Rp127.280.000,Rp33.589.714,682
922,64,2007-04-20,Male,Rp22.518.000,Rp45.917.000,Rp11.169.714,647
549,65,1974-04-23,Male,Rp47.944.000,Rp97.755.000,Rp33.895.238,719
565,65,1971-10-02,Male,Rp33.546.999,Rp68.405.000,Rp4.749.142,757
1980,63,1971-05-02,Male,Rp35.861.000,Rp73.120.000,Rp17.087.809,612
1494,71,1999-03-17,Male,Rp22.266.000,Rp45.393.000,Rp10.313.904,711
1809,71,1983-09-17,Female,Rp56.335.000,Rp114.863.000,Rp34.615.809,664
637,68,1984-02-19,Female,Rp59.478.000,Rp121.265.000,Rp13.795.238,771
1770,66,1995-09-11,Male,Rp28.893.000,Rp58.907.000,Rp4.628.952,703
527,65,1967-11-09,Male,Rp31.264.000,Rp63.745.000,Rp19.889.523,636
1139,68,2001-04-30,Female,Rp24.214.000,Rp49.375.000,Rp16.005.333,645
1459,65,1973-02-09,Male,Rp24.139.000,Rp49.218.000,Rp0,707
1544,65,1989-09-27,Female,Rp25.655.000,Rp52.309.000,Rp24.910.666,679
1174,65,2000-11-08,Male,Rp31.808.000,Rp64.858.999,Rp27.117.333,772
112,66,1971-12-04,Female,Rp27.018.000,Rp55.094.000,Rp7.362.857,686
369,65,1986-09-17,Male,Rp39.630.000,Rp80.802.000,Rp2.159.619,788
994,67,1940-10-17,Female,Rp20.406.000,Rp15.368.000,Rp118.285,771
1592,67,2006-09-30,Male,Rp73.141.000,Rp149.126.000,Rp39.560.000,708
1029,72,1959-03-10,Male,Rp28.154.000,Rp57.408.000,Rp25.872.952,676
1680,63,1966-11-16,Female,Rp45.369.000,Rp92.507.000,Rp32.682.476,598
1052,61,1964-12-25,Male,Rp40.557.000,Rp44.261.000,Rp6.862.095,655
494,68,1986-05-02,Male,Rp43.359.000,Rp88.408.000,Rp9.721.904,779
94,72,1967-01-13,Female,Rp28.288.000,Rp57.676.000,Rp28.617.142,593
425,67,1987-11-25,Male,Rp45.774.000,Rp93.327.000,Rp39.032.190,688
1720,60,1970-05-26,Female,Rp19.103.000,Rp38.954.000,Rp18.009.523,590
1699,65,1959-01-30,Female,Rp81.009.000,Rp83.046.000,Rp11.211.238,737
1495,70,1973-12-19,Male,Rp48.818.000,Rp99.526.000,Rp36.624.952,770
1005,67,2004-11-01,Male,Rp30.382.000,Rp61.952.000,Rp43.065.523,685
439,59,1992-08-26,Female,Rp39.966.000,Rp81.491.000,Rp29.064.380,697
1285,53,1957-12-14,Female,Rp48.046.000,Rp102.453.000,Rp5.583.809,524
1973,65,1968-01-06,Female,Rp25.026.000,Rp51.024.000,Rp8.796.190,731
448,63,1984-08-14,Male,Rp30.374.000,Rp61.932.000,Rp24.693.333,698
1907,66,1988-05-25,Female,Rp26.513.000,Rp54.063.000,Rp14.633.904,666
73,73,1977-12-01,Male,Rp41.150.000,Rp83.907.000,Rp21.825.523,674
1097,68,1986-10-17,Male,Rp24.889.000,Rp50.746.000,Rp17.634.285,732
1644,65,1943-01-06,Male,Rp24.172.000,Rp50.119.000,Rp372.952,686
967,56,1984-10-18,Female,Rp25.231.000,Rp51.446.000,Rp14.249.142,699
1929,64,1996-08-25,Male,Rp32.220.999,Rp65.699.000,Rp22.929.904,717
1114,66,1982-01-25,Male,Rp28.562.000,Rp58.233.000,Rp17.464.571,685
1087,65,1985-12-13,Female,Rp23.852.000,Rp48.634.000,Rp24.421.333,722
95,67,2000-08-11,Female,Rp68.145.000,Rp138.941.000,Rp42.483.809,701
1778,63,1996-03-28,Male,Rp22.838.000,Rp46.571.000,Rp19.678.285,659
1031,68,1965-01-17,Male,Rp41.373.000,Rp84.353.000,Rp11.165.523,689
788,66,2007-01-23,Female,Rp41.921.000,Rp85.474.000,Rp21.589.714,802
728,67,1995-07-21,Female,Rp25.455.000,Rp51.896.000,Rp14.977.904,721
1639,67,1967-05-25,Male,Rp38.164.000,Rp77.815.000,Rp20.339.238,676
